,IP,Time,URL,Status,month,day,Methods,URL_new
1689,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1690,10.128.2.1,30/Nov/2017,GET /edit.php?name=Tazbinur%20Rahaman HTTP/1.1,200,Nov,30,GET ,edit.php?name=Tazbinur%20Rahaman HTTP
1691,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1692,10.128.2.1,30/Nov/2017,GET /home.php HTTP/1.1,200,Nov,30,GET ,home.php HTTP
1693,10.129.2.1,30/Nov/2017,POST /action.php HTTP/1.1,302,Nov,30,POST ,action.php HTTP
1694,10.129.2.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Nov,30,GET ,login.php HTTP
1695,10.128.2.1,30/Nov/2017,POST /update.php HTTP/1.1,200,Nov,30,POST ,update.php HTTP
1696,10.128.2.1,30/Nov/2017,GET /profile.php?user=Tazbinur%20Rahaman HTTP/1.1,200,Nov,30,GET ,profile.php?user=Tazbinur%20Rahaman HTTP
1697,10.130.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1698,10.130.2.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Nov,30,GET ,fonts
1699,10.129.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Nov,30,POST ,process.php HTTP
1700,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1701,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1702,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1703,10.130.2.1,30/Nov/2017,GET /home.php HTTP/1.1,200,Nov,30,GET ,home.php HTTP
1704,10.131.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1705,10.129.2.1,30/Nov/2017,GET /details.php?id=43 HTTP/1.1,200,Nov,30,GET ,details.php?id=43 HTTP
1706,10.128.2.1,30/Nov/2017,GET /profile.php?user=Tazbinur%20Rahaman HTTP/1.1,200,Nov,30,GET ,profile.php?user=Tazbinur%20Rahaman HTTP
1707,10.130.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,Nov,30,GET ,bootstrap-3.3.7
1708,10.130.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Nov,30,GET ,details.php?id=41 HTTP
1709,10.131.2.1,30/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,200,Nov,30,GET ,js
1710,10.128.2.1,30/Nov/2017,GET /compiler.php HTTP/1.1,200,Nov,30,GET ,compiler.php HTTP
1711,10.128.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1712,10.131.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1713,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=ncpc_ruet HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=ncpc_ruet HTTP
1714,10.130.2.1,30/Nov/2017,GET /details.php?id=9 HTTP/1.1,200,Nov,30,GET ,details.php?id=9 HTTP
1715,10.130.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1716,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1717,10.130.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1718,10.130.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,30,GET ,details.php?id=45 HTTP
1719,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1720,10.130.2.1,30/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,Nov,30,GET ,details.php?id=44 HTTP
1721,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1722,10.131.0.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1723,10.131.0.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16&show=bruce HTTP
1724,10.131.0.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1725,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1726,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1727,10.129.2.1,30/Nov/2017,GET / HTTP/1.1,302,Nov,30,GET , HTTP
1728,10.131.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,30,GET ,details.php?id=45 HTTP
1729,10.129.2.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Nov,30,GET ,login.php HTTP
1730,10.129.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,Nov,30,GET ,css
1731,10.130.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,Nov,30,GET ,css
1732,10.128.2.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Nov,30,GET ,css
1733,10.131.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,200,Nov,30,GET ,css
1734,10.131.0.1,30/Nov/2017,GET /css/style.css HTTP/1.1,200,Nov,30,GET ,css
1735,10.129.2.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Nov,30,GET ,js
1736,10.130.2.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,Nov,30,GET ,js
1737,10.128.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Nov,30,GET ,bootstrap-3.3.7
1738,10.129.2.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Nov,30,GET ,fonts
1739,10.130.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Nov,30,GET ,details.php?id=41 HTTP
1740,10.131.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1741,10.130.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Nov,30,POST ,process.php HTTP
1742,10.128.2.1,30/Nov/2017,GET /details.php?id=43 HTTP/1.1,200,Nov,30,GET ,details.php?id=43 HTTP
1743,10.129.2.1,30/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,Nov,30,GET ,details.php?id=44 HTTP
1744,10.130.2.1,30/Nov/2017,GET /home.php HTTP/1.1,200,Nov,30,GET ,home.php HTTP
1745,10.128.2.1,30/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,200,Nov,30,GET ,js
1746,10.130.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,Nov,30,GET ,bootstrap-3.3.7
1747,10.129.2.1,30/Nov/2017,GET /details.php?id=46 HTTP/1.1,200,Nov,30,GET ,details.php?id=46 HTTP
1748,10.128.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,200,Nov,30,GET ,img
1749,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1750,10.130.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Nov,30,GET ,details.php?id=41 HTTP
1751,10.130.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,200,Nov,30,GET ,img
1752,10.128.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1753,10.131.0.1,30/Nov/2017,GET /details.php?id=43 HTTP/1.1,200,Nov,30,GET ,details.php?id=43 HTTP
1754,10.130.2.1,30/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,Nov,30,GET ,details.php?id=44 HTTP
1755,10.130.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,30,GET ,details.php?id=45 HTTP
1756,10.130.2.1,30/Nov/2017,GET /details.php?id=46 HTTP/1.1,200,Nov,30,GET ,details.php?id=46 HTTP
1757,10.129.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1758,10.131.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1759,10.131.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1760,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1761,10.129.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,200,Nov,30,GET ,img
1762,10.128.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,200,Nov,30,GET ,img
1763,10.129.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1764,10.131.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,30,GET ,details.php?id=45 HTTP
1765,10.129.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1766,10.129.2.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16&show=bruce HTTP
1767,10.128.2.1,30/Nov/2017,GET /profile.php?user=bruce HTTP/1.1,200,Nov,30,GET ,profile.php?user=bruce HTTP
1768,10.130.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1769,10.130.2.1,30/Nov/2017,GET /js/jquery.min.js HTTP/1.1,200,Nov,30,GET ,js
1770,10.131.2.1,30/Nov/2017,GET /js/chart.min.js HTTP/1.1,200,Nov,30,GET ,js
1771,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1772,10.131.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=42 HTTP
1773,chmod:,cannot,'a.out':,No,not,ca,'a.out':,
1774,chmod:,cannot,'error.txt':,No,not,ca,'error.txt':,
1775,rm:,cannot,'*.o':,No,not,ca,'*.o':,
1776,rm:,cannot,'a.out':,No,not,ca,'a.out':,
1777,10.131.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1778,10.131.0.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Nov,30,GET ,details.php?id=41 HTTP
1779,10.131.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1780,10.131.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1781,10.128.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=42 HTTP
1782,chmod:,cannot,'error.txt':,No,not,ca,'error.txt':,
1783,timeout:,the,command,dumped,,th,command,
1784,sh:,line,451,Segmentation,e,li,451,
1785,rm:,cannot,'*.o':,No,not,ca,'*.o':,
1786,10.128.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1787,10.130.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1788,10.131.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1789,10.131.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=42 HTTP
1790,10.128.2.1,30/Nov/2017,GET /contestsubmit.php?id=41 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=41 HTTP
1791,10.130.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1792,10.128.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Nov,30,GET ,details.php?id=41 HTTP
1793,10.130.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1794,10.130.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1795,10.131.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1796,10.131.0.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=42 HTTP
1797,10.131.2.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Nov,30,GET ,fonts
1798,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1799,10.131.0.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1800,10.131.0.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1801,10.130.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1802,10.130.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1803,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1804,10.131.0.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1805,10.130.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1806,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1807,10.130.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1808,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1809,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1810,10.130.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1811,10.128.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1812,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1813,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1814,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1815,10.130.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=42 HTTP
1816,10.130.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,30,GET ,details.php?id=45 HTTP
1817,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1818,10.128.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1819,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1820,10.131.0.1,30/Nov/2017,GET /home.php HTTP/1.1,200,Nov,30,GET ,home.php HTTP
1821,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1822,10.131.0.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1823,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1824,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1825,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1826,10.128.2.1,30/Nov/2017,GET /favicon.ico HTTP/1.1,404,Nov,30,GET ,favicon.ico HTTP
1827,10.131.0.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Nov,30,GET ,details.php?id=45 HTTP
1828,10.128.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1829,10.131.0.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1830,10.131.0.1,30/Nov/2017,GET /home.php HTTP/1.1,200,Nov,30,GET ,home.php HTTP
1831,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1832,10.131.0.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1833,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1834,10.131.0.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1835,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1836,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1837,10.128.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1838,10.128.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,200,Nov,30,GET ,img
1839,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1840,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1841,10.129.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=42 HTTP
1842,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1843,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1844,10.128.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1845,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1846,10.128.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1847,10.129.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1848,10.131.2.1,30/Nov/2017,GET /contestsubmit.php?id=45 HTTP/1.1,200,Nov,30,GET ,contestsubmit.php?id=45 HTTP
1849,10.131.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1850,10.131.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1851,10.131.2.1,30/Nov/2017,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Factorial%20Factorization&cod=16 HTTP
1852,10.131.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
1853,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1854,10.131.0.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1855,10.131.0.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1856,10.131.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1857,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1858,10.130.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Nov,30,GET ,details.php?id=42 HTTP
1859,10.130.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Nov,30,GET ,details.php?id=41 HTTP
1860,10.129.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Nov,30,POST ,pcompile.php HTTP
1861,10.129.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1862,10.129.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Nov,30,POST ,contestsubmission.php HTTP
1863,10.129.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,304,Nov,30,GET ,css
1864,10.129.2.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,304,Nov,30,GET ,css
1865,10.130.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,304,Nov,30,GET ,css
1866,10.128.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,304,Nov,30,GET ,css
1867,10.131.2.1,30/Nov/2017,GET /css/style.css HTTP/1.1,304,Nov,30,GET ,css
1868,10.131.0.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304,Nov,30,GET ,js
1869,10.129.2.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304,Nov,30,GET ,js
1870,10.129.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304,Nov,30,GET ,bootstrap-3.3.7
1871,10.131.0.1,30/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,304,Nov,30,GET ,js
1872,10.129.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Nov,30,GET ,details.php?name=Research%20Items&cod=16 HTTP
1873,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1874,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1875,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1876,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Nov,30,GET , HTTP
1877,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1878,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Nov,30,GET ,contestsubmission.php?id=16 HTTP
1879,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Nov,30,GET ,contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP
1880,10.130.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Nov,30,GET ,standings.php?id=16 HTTP
1881,10.130.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Nov,30,GET ,contest.php HTTP
